device_id,device_type,purchase_date,purchase_year,purchase_month,purchase_month_name,age,expected_age,age_validation_flag,device_age_band,manufacturer,model,country,maintenance_cost_original,maintenance_cost,maintenance_cost_quality_flag,downtime_hours,maintenance_frequency,failure_event_count,failure_flag,failure_status,maintenance_class,maintenance_severity,maintenance_report,failure_type,risk_score,operational_risk_level,replacement_review_flag
MD03449,Defibrillator,2018-04-23,2018,4,April,7,7,Matched,7-9 Years,CardioSync,Model-100,France,7115.349585060145,7115.349585060145,Valid,7.93,3,0,0,No Failure Reported,1,Low,Component component upgrade after detecting overheating; functionality restored. log cleaned low priority fault,Overheating,0,Low,Monitor
MD01366,X-Ray Machine,2019-06-14,2019,6,June,6,6,Matched,4-6 Years,ScanPro,Model-350,Canada,2589.1556170305525,2589.1556170305525,Valid,5.56,5,1,1,Failure Reported,1,Low,Routine check completed; voltage spike observed during diagnostics. minor issue routine reset,Electerical Issue,0,Low,Monitor
MD01429,X-Ray Machine,2021-06-03,2021,6,June,4,4,Matched,4-6 Years,MedEquip,Model-350,Japan,7105.9046384178655,7105.9046384178655,Valid,9.26,5,1,1,Failure Reported,3,High,Routine check completed; voltage spike observed during diagnostics. sensor replaced hardware fault,Electerical Issue,1,Low,Monitor
MD01588,MRI Scanner,2016-04-02,2016,4,April,9,9,Matched,7-9 Years,ImagingTech,Model-250,UK,6643.739579173527,6643.739579173527,Valid,18.15,2,1,1,Failure Reported,2,Medium,Component replacement after detecting voltage spike; functionality restored. reviewed logs performance warning,Electerical Issue,2,Medium,Monitor
MD03547,Infusion Pump,2013-04-16,2013,4,April,12,12,Matched,10+Years,RescueTech,Model-300,Canada,-763.5857407383947,763.5857407383947,Negative Cost Corrected,12.28,3,4,1,Failure Reported,2,Medium,software crash caused operational delay; firmware update initiated. reviewed logs device required inspection,Software/Data Issue,2,Medium,Review for Replacement
MD04931,MRI Scanner,2023-12-26,2023,12,December,2,2,Matched,0-3 Years,ScanPro,Model-500,Japan,11583.062056053355,11583.062056053355,Valid,21.81,1,1,1,Failure Reported,3,High,Routine check completed; software crash observed during diagnostics. critical failure sensor replacement,Sensor Issue,2,Medium,Monitor
MD01971,X-Ray Machine,2018-01-17,2018,1,January,7,7,Matched,7-9 Years,CardioSync,Model-500,Italy,4881.692380495465,4881.692380495465,Valid,16.18,4,2,1,Failure Reported,2,Medium,data lag caused operational delay; system reset initiated. driver update driver update applied,Software/Data Issue,1,Low,Monitor
MD04614,MRI Scanner,2013-08-29,2013,8,August,12,12,Matched,10+Years,ImagingTech,Model-200,USA,4427.0699995000905,4427.0699995000905,Valid,7.77,5,3,1,Failure Reported,1,Low,software crash caused operational delay; replacement initiated. minor issue system check passed,Software/Data Issue,2,Medium,Review for Replacement
MD00682,MRI Scanner,2015-11-03,2015,11,November,10,10,Matched,10+Years,ScanPro,Model-200,UK,18134.90840453617,18134.90840453617,Valid,20.91,1,1,1,Failure Reported,3,High,System performance degraded due to data lag; mitigation via replacement. critical failure high priority failure,General Maintenance,4,High,Review for Replacement
MD03708,Infusion Pump,2018-05-10,2018,5,May,7,7,Matched,7-9 Years,UltraMed,Model-550,France,1494.3888805303986,1494.3888805303986,Valid,6.11,3,1,1,Failure Reported,3,High,System performance degraded due to circuit failure; mitigation via replacement. data loss hardware fault,Electerical Issue,1,Low,Monitor
MD00185,Infusion Pump,2019-01-15,2019,1,January,6,6,Matched,4-6 Years,ImagingTech,Model-500,France,13002.81088520324,13002.81088520324,Valid,13.95,4,4,1,Failure Reported,2,Medium,software crash caused operational delay; recalibration initiated. moderate delay performance warning,Software/Data Issue,2,Medium,Monitor
MD02734,CT Scanner,2016-03-15,2016,3,March,9,9,Matched,7-9 Years,CardioSync,Model-550,Italy,4973.851770938332,4973.851770938332,Valid,4.43,5,4,1,Failure Reported,3,High,Component inspection after detecting data lag; functionality restored. data loss urgent inspection needed,General Maintenance,3,Medium,Review for Replacement
MD03643,PET Scanner,2016-02-28,2016,2,February,9,9,Matched,7-9 Years,CardioSync,Model-100,Italy,8194.777500113341,8194.777500113341,Valid,22.17,3,2,1,Failure Reported,3,High,Routine check completed; overheating observed during diagnostics. data loss system crash,Overheating,3,Medium,Monitor
MD04315,X-Ray Machine,2023-06-12,2023,6,June,2,2,Matched,0-3 Years,RescueTech,Model-150,Japan,21745.460070542013,21745.460070542013,Valid,29.44,3,3,1,Failure Reported,3,High,Component inspection after detecting sensor misalignment; functionality restored. sensor replaced critical malfunction,Sensor Issue,4,High,Review for Replacement
MD00552,Defibrillator,2018-07-31,2018,7,July,7,7,Matched,7-9 Years,ImagingTech,Model-250,Canada,930.2242048759712,930.2242048759712,Valid,16.05,4,5,1,Failure Reported,3,High,Routine check completed; battery wear observed during diagnostics. reboot failed high priority failure,Battery Issue,3,Medium,Review for Replacement
MD02640,Infusion Pump,2021-07-24,2021,7,July,4,4,Matched,4-6 Years,RescueTech,Model-400,Italy,278.6945853951653,278.6945853951653,Valid,10.67,5,0,0,No Failure Reported,1,Low,Routine check completed; overheating observed during diagnostics. software reset routine reset,Overheating,0,Low,Monitor
MD03910,PET Scanner,2016-11-29,2016,11,November,9,9,Matched,7-9 Years,ScanPro,Model-300,Italy,4226.891199873124,4226.891199873124,Valid,7.69,2,1,1,Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via system reset. quick fix temporary glitch,Battery Issue,1,Low,Monitor
MD00381,PET Scanner,2021-01-31,2021,1,January,4,4,Matched,4-6 Years,RescueTech,Model-150,Japan,10228.806241758555,10228.806241758555,Valid,20.56,2,2,1,Failure Reported,3,High,System performance degraded due to voltage spike; mitigation via component upgrade. critical failure urgent inspection needed,Electerical Issue,2,Medium,Monitor
MD01265,X-Ray Machine,2022-07-31,2022,7,July,3,3,Matched,0-3 Years,UltraMed,Model-550,USA,1295.141350769481,1295.141350769481,Valid,10.96,1,2,1,Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via software patch. quick fix quick fix,Battery Issue,0,Low,Monitor
MD02887,X-Ray Machine,2018-05-04,2018,5,May,7,7,Matched,7-9 Years,ScanPro,Model-150,Japan,7795.94617275476,7795.94617275476,Valid,6.98,1,2,1,Failure Reported,1,Low,data lag caused operational delay; system reset initiated. software reset low priority fault,Software/Data Issue,0,Low,Monitor
MD01325,CT Scanner,2021-08-05,2021,8,August,4,4,Matched,4-6 Years,RescueTech,Model-400,Japan,16224.214108528098,16224.214108528098,Valid,6.77,5,0,0,No Failure Reported,3,High,abnormal sound caused operational delay; firmware update initiated. sensor replaced hardware fault,Sensor Issue,2,Medium,Monitor
MD03738,PET Scanner,2021-07-31,2021,7,July,4,4,Matched,4-6 Years,ScanPro,Model-350,Canada,14015.828072102888,14015.828072102888,Valid,9.33,2,1,1,Failure Reported,3,High,System performance degraded due to overheating; mitigation via firmware update. sensor replaced critical malfunction,Overheating,2,Medium,Monitor
MD03035,Defibrillator,2014-09-06,2014,9,September,11,11,Matched,10+Years,ScanPro,Model-100,Canada,2811.704848980086,2811.704848980086,Valid,8.69,2,3,1,Failure Reported,2,Medium,data lag caused operational delay; component upgrade initiated. component issue device required inspection,General Maintenance,2,Medium,Review for Replacement
MD01139,X-Ray Machine,2014-02-10,2014,2,February,11,11,Matched,10+Years,MedEquip,Model-400,France,2105.39571494294,2105.39571494294,Valid,3.17,4,3,1,Failure Reported,2,Medium,Component inspection after detecting circuit failure; functionality restored. driver update moderate delay,Electerical Issue,2,Medium,Review for Replacement
MD04469,PET Scanner,2017-12-03,2017,12,December,8,8,Matched,7-9 Years,ImagingTech,Model-300,Canada,19789.956707206296,19789.956707206296,Valid,26.17,5,0,0,No Failure Reported,3,High,Component recalibration after detecting data lag; functionality restored. data loss urgent inspection needed,General Maintenance,4,High,Review for Replacement
MD02742,PET Scanner,2016-02-01,2016,2,February,9,9,Matched,7-9 Years,UltraMed,Model-200,UK,5386.394980947231,5386.394980947231,Valid,2.02,2,0,0,No Failure Reported,1,Low,Routine check completed; software crash observed during diagnostics. log cleaned low priority fault,Software/Data Issue,1,Low,Monitor
MD02989,Defibrillator,2014-06-11,2014,6,June,11,11,Matched,10+Years,CardioSync,Model-300,Canada,3798.500418346888,3798.500418346888,Valid,1.99,3,0,0,No Failure Reported,1,Low,System performance degraded due to abnormal sound; mitigation via inspection. log cleaned system check passed,Mechanical Issue,1,Low,Monitor
MD05334,X-Ray Machine,2014-12-25,2014,12,December,11,11,Matched,10+Years,MedEquip,Model-350,Canada,11872.41307571248,11872.41307571248,Valid,8.92,3,4,1,Failure Reported,3,High,circuit failure caused operational delay; system reset initiated. reboot failed hardware fault,Electerical Issue,3,Medium,Review for Replacement
MD01825,Infusion Pump,2016-12-31,2016,12,December,9,9,Matched,7-9 Years,MedEquip,Model-150,Japan,16573.984523804913,16573.984523804913,Valid,4.05,1,4,1,Failure Reported,2,Medium,Routine check completed; voltage spike observed during diagnostics. driver update component review,Electerical Issue,3,Medium,Review for Replacement
MD04778,PET Scanner,2020-09-07,2020,9,September,5,5,Matched,4-6 Years,MedEquip,Model-450,Japan,5123.55625088318,5123.55625088318,Valid,8.9,3,5,1,Failure Reported,1,Low,Component component upgrade after detecting abnormal sound; functionality restored. software reset routine reset,Software/Data Issue,1,Low,Monitor
MD00921,Defibrillator,2021-06-03,2021,6,June,4,4,Matched,4-6 Years,UltraMed,Model-200,Japan,9120.430413974613,9120.430413974613,Valid,11.56,2,3,1,Failure Reported,2,Medium,data lag caused operational delay; system reset initiated. moderate delay component review,General Maintenance,1,Low,Monitor
MD04452,X-Ray Machine,2020-07-30,2020,7,July,5,5,Matched,4-6 Years,ImagingTech,Model-150,France,10784.164015814764,10784.164015814764,Valid,15.65,2,1,1,Failure Reported,2,Medium,voltage spike caused operational delay; inspection initiated. moderate delay average severity report,Electerical Issue,1,Low,Monitor
MD04124,Defibrillator,2014-03-16,2014,3,March,11,11,Matched,10+Years,CardioSync,Model-350,USA,14675.68065353996,14675.68065353996,Valid,18.79,5,2,1,Failure Reported,3,High,Routine check completed; battery wear observed during diagnostics. critical failure urgent inspection needed,Battery Issue,4,High,Review for Replacement
MD04041,CT Scanner,2020-03-06,2020,3,March,5,5,Matched,4-6 Years,CardioSync,Model-250,Italy,8873.523962653666,8873.523962653666,Valid,7.77,5,2,1,Failure Reported,2,Medium,Component replacement after detecting voltage spike; functionality restored. reviewed logs driver update applied,Electerical Issue,0,Low,Monitor
MD01461,Infusion Pump,2018-02-07,2018,2,February,7,7,Matched,7-9 Years,MedEquip,Model-650,Italy,6677.187515905036,6677.187515905036,Valid,10.83,2,2,1,Failure Reported,1,Low,Routine check completed; battery wear observed during diagnostics. quick fix quick fix,Battery Issue,0,Low,Monitor
MD04770,Defibrillator,2016-09-21,2016,9,September,9,9,Matched,7-9 Years,MedEquip,Model-650,USA,7624.367950070214,7624.367950070214,Valid,14.76,3,1,1,Failure Reported,2,Medium,Routine check completed; abnormal sound observed during diagnostics. component issue component review,Mechanical Issue,2,Medium,Monitor
MD03700,Defibrillator,2014-05-16,2014,5,May,11,11,Matched,10+Years,MedEquip,Model-400,USA,3553.426064008904,3553.426064008904,Valid,3.52,4,1,1,Failure Reported,1,Low,Routine check completed; voltage spike observed during diagnostics. minor issue quick fix,Electerical Issue,1,Low,Monitor
MD04163,Defibrillator,2023-08-11,2023,8,August,2,2,Matched,0-3 Years,ImagingTech,Model-350,UK,2466.118763569624,2466.118763569624,Valid,11.08,2,1,1,Failure Reported,2,Medium,Routine check completed; circuit failure observed during diagnostics. reviewed logs average severity report,Electerical Issue,0,Low,Monitor
MD02150,Defibrillator,2016-11-29,2016,11,November,9,9,Matched,7-9 Years,ImagingTech,Model-400,Italy,23473.24854320233,23473.24854320233,Valid,9.62,4,0,0,No Failure Reported,3,High,Routine check completed; battery wear observed during diagnostics. critical failure system crash,Battery Issue,3,Medium,Monitor
MD01630,PET Scanner,2016-11-27,2016,11,November,9,9,Matched,7-9 Years,ImagingTech,Model-650,Canada,4487.889292521399,4487.889292521399,Valid,15.82,5,1,1,Failure Reported,2,Medium,circuit failure caused operational delay; inspection initiated. moderate delay average severity report,Electerical Issue,2,Medium,Monitor
MD00021,X-Ray Machine,2013-10-20,2013,10,October,12,12,Matched,10+Years,UltraMed,Model-250,France,1798.9426128209348,1798.9426128209348,Valid,8.26,3,2,1,Failure Reported,1,Low,data lag caused operational delay; replacement initiated. minor issue log file cleared,General Maintenance,1,Low,Monitor
MD00422,X-Ray Machine,2022-01-28,2022,1,January,3,3,Matched,0-3 Years,ScanPro,Model-650,Italy,6290.265008729614,6290.265008729614,Valid,4.43,4,2,1,Failure Reported,1,Low,System performance degraded due to voltage spike; mitigation via inspection. minor issue routine reset,Electerical Issue,0,Low,Monitor
MD03845,PET Scanner,2022-04-16,2022,4,April,3,3,Matched,0-3 Years,ImagingTech,Model-550,Italy,6409.769283586945,6409.769283586945,Valid,2.02,2,5,1,Failure Reported,1,Low,Component recalibration after detecting software crash; functionality restored. quick fix stable condition,Software/Data Issue,1,Low,Monitor
MD01269,CT Scanner,2024-02-22,2024,2,February,1,1,Matched,0-3 Years,ScanPro,Model-200,France,17790.49697297762,17790.49697297762,Valid,11.98,2,2,1,Failure Reported,3,High,System performance degraded due to sensor misalignment; mitigation via replacement. data loss hardware fault,Sensor Issue,2,Medium,Monitor
MD00093,Defibrillator,2023-09-02,2023,9,September,2,2,Matched,0-3 Years,CardioSync,Model-300,USA,15397.64624980834,15397.64624980834,Valid,12.69,1,0,0,No Failure Reported,3,High,circuit failure caused operational delay; firmware update initiated. reboot failed emergency shutdown,Electerical Issue,2,Medium,Monitor
MD00490,PET Scanner,2015-06-01,2015,6,June,10,10,Matched,10+Years,UltraMed,Model-350,France,6309.712806018372,6309.712806018372,Valid,10.88,4,0,0,No Failure Reported,2,Medium,abnormal sound caused operational delay; recalibration initiated. reviewed logs moderate delay,Mechanical Issue,1,Low,Monitor
MD05242,PET Scanner,2013-09-13,2013,9,September,12,12,Matched,10+Years,ImagingTech,Model-550,Italy,4630.513453552615,4630.513453552615,Valid,3.14,4,3,1,Failure Reported,2,Medium,Component firmware update after detecting sensor misalignment; functionality restored. component issue component review,Sensor Issue,2,Medium,Review for Replacement
MD01549,Defibrillator,2016-05-25,2016,5,May,9,9,Matched,7-9 Years,ScanPro,Model-150,France,2811.576563674497,2811.576563674497,Valid,8.45,5,3,1,Failure Reported,1,Low,Component inspection after detecting sensor misalignment; functionality restored. quick fix log file cleared,Sensor Issue,2,Medium,Review for Replacement
MD04631,PET Scanner,2014-09-18,2014,9,September,11,11,Matched,10+Years,ScanPro,Model-650,Italy,6002.3769368283865,6002.3769368283865,Valid,7.82,5,6,1,Failure Reported,2,Medium,data lag caused operational delay; replacement initiated. reviewed logs moderate delay,General Maintenance,2,Medium,Review for Replacement
MD04191,Infusion Pump,2020-02-13,2020,2,February,5,5,Matched,4-6 Years,MedEquip,Model-500,Japan,9033.525390307635,9033.525390307635,Valid,4.2,3,1,1,Failure Reported,2,Medium,Component software patch after detecting sensor misalignment; functionality restored. component issue component review,Sensor Issue,0,Low,Monitor
MD01240,Infusion Pump,2023-04-03,2023,4,April,2,2,Matched,0-3 Years,ImagingTech,Model-300,Italy,19531.291495617843,19531.291495617843,Valid,15.43,1,2,1,Failure Reported,3,High,Routine check completed; sensor misalignment observed during diagnostics. critical failure critical failure,Sensor Issue,3,Medium,Review for Replacement
MD04106,MRI Scanner,2020-03-15,2020,3,March,5,5,Matched,4-6 Years,RescueTech,Model-550,Japan,10395.492669250449,10395.492669250449,Valid,10.34,1,1,1,Failure Reported,3,High,Component recalibration after detecting sensor misalignment; functionality restored. sensor replaced critical malfunction,Sensor Issue,1,Low,Monitor
MD04792,Defibrillator,2020-07-09,2020,7,July,5,5,Matched,4-6 Years,UltraMed,Model-250,Italy,3121.1210399594547,3121.1210399594547,Valid,2.07,4,1,1,Failure Reported,1,Low,System performance degraded due to circuit failure; mitigation via recalibration. software reset quick fix,Electerical Issue,0,Low,Monitor
